Current_Customer,CompanyID,Founded_Year,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
Y,52381340,1980,143454,$100 mil. - $250 mil.,16497,1434,6742,216,96,Employees.50to99,0,0,6531,653,65;653;6531,531312,531311,53;531;5313;53131;531311;531312;23;237;2372;23721;237210,Real Estate,,Real Estate,,realestate,,4596553,Private,B2B,Yes,10-Jul-23,1000,1000,Debt,27-Apr-20,PPP,PPP,Houston,Texas,77042,United States,15,
Y,73155981,1999,19095,$10 mil. - $25 mil.,1546,286,706,78,34,Employees.20to49,3,0,4813,481,48;481;4813,517311,517121,51;517;5171;51712;517121;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,20325956,Private,B2B,Yes,13-Feb-23,350,350,Debt,14-Apr-20,PPP,PPP,San Diego,California,92127,United States,3,Yes
Y,447130713,2015,14876,$10 mil. - $25 mil.,1204,223,550,222,99,Employees.50to99,13.8,13.8,8748,874,87;874;8748,541690,54169,54;541;5416;54169;541690,Telecommunications,Cable & Satellite,Telecommunications;Business Services,Cable & Satellite;Management Consulting,telecom,telecom.cable,6214493,Private,B2B,Yes,18-Mar-22,350,350,Debt,10-Apr-20,PPP,PPP,Kansas City,Missouri,64108,United States,2,
Y,127582501,1994,12817,$10 mil. - $25 mil.,1038,192,474,441,205,Employees.100to249,4.6,5.7,4813,481,48;481;4813,517810,517311,51;517;5178;51781;517810;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,658279,Private,B2B,Yes,22-Aug-23,1000,1000,Debt,15-Apr-20,PPP,PPP,Columbia,Missouri,65202,United States,8,
Y,345981134,1982,12013,$10 mil. - $25 mil.,600,120,120,526,249,Employees.100to249,-0.8,-1.2,5153,515,51;515;5153,424510,42451,42;424;4245;42451;424510,Agriculture,,Agriculture;Retail,Grocery Retail,agriculture,,3616522,Private,B2B,Yes,3-Feb-22,2000,2000,Debt,9-Apr-20,PPP,PPP,Grinnell,Iowa,50112,United States,26,
Y,25809605,1986,21006,$10 mil. - $25 mil.,2751,210,735,258,100,Employees.100to249,4.2,23.5,7389,7379,73;737;7374;7379;738;7389;7371;7373;7376,541519,541513,51;518;5182;51821;518210;54;541;5415;54151;541511;541512;541513;541519,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,5480532,Private,B2B,Yes,4-Aug-22,1000,1000,Debt,9-Apr-20,PPP,PPP,Cedar Rapids,Iowa,52404,United States,5,
Y,506751771,2013,21006,$10 mil. - $25 mil.,2751,210,777,275,100,Employees.100to249,9.9,40.8,7374,7371,73;737;7371;7374,541511,518210,54;541;5415;54151;541511;51;518;5182;51821;518210,Software,Business Intelligence (BI) Software,Software,Business Intelligence (BI) Software,software,software.bi,5115737,Private,B2B,Yes,17-Feb-22,0,0,,,,,Playa Vista,California,,United States,2,
Y,346746335,,31508,$25 mil. - $50 mil.,4064,315,882,330,150,Employees.100to249,0,0,7379,7376,73;737;7376;7379;7374;7371,541519,541513,54;541;5415;54151;541519;51;518;5182;51821;518210;541513;541511,Business Services,Custom Software & IT Services,Business Services;Software,Custom Software & IT Services;Content & Collaboration Software,bizservice,bizservice.techconsulting,6381859,Private,B2B,Yes,16-Jun-22,0,0,,,,,"Eblana Villas,",,EC2A 4LB,Ireland,2,
Y,363592558,2001,63974,$50 mil. - $100 mil.,4989,479,3454,604,291,Employees.250to499,-3,-4.6,7389,7322,73;738;7389;732;7322,561440,56144,56;561;5614;56144;561440,Business Services,Debt Collection,Business Services,Debt Collection,bizservice,bizservice.collection,6057450,Private,B2B,Yes,13-Apr-23,2000,2000,Debt,27-Apr-20,PPP,PPP,Dallas,Texas,75247,United States,14,
Y,346591681,2004,14933,$10 mil. - $25 mil.,1956,149,552,137,60,Employees.50to99,0,-7.7,7374,737,73;737;7374,518210,51821,51;518;5182;51821;518210,Business Services,,Business Services;Media & Internet,Data Collection & Internet Portals,bizservice,,16697559,Private,B2B,Yes,29-Dec-21,0,0,,,,,Pompano Beach,Florida,33062,United States,2,
Y,37966124,1974,57176,$50 mil. - $100 mil.,4631,857,2115,807,411,Employees.250to499,7.6,18.4,5511,551,55;551;5511,811111,441330,81;811;8111;81111;811111;44;441;4411;44111;441110;4413;44133;441330,Retail,Automobile Dealers,Retail,Automobile Dealers,retail,retail.auto,540759,Private,B2B,Yes,6-Sep-23,0,0,,,,,Doylestown,Pennsylvania,18902,United States,16,
Y,346809098,2003,51770,$50 mil. - $100 mil.,4038,388,2795,318,144,Employees.100to249,0,0,7373,737,73;737;7373,541512,54151,54;541;5415;54151;541512,Finance,,Finance;Business Services,Custom Software & IT Services,finance,,793357,Private,B2B,Yes,22-Apr-20,2000,2000,Debt,4-Apr-20,PPP,PPP,Oklahoma City,Oklahoma,73132,United States,3,
Y,216875381,1937,58678,$50 mil. - $100 mil.,4400,586,1114,603,245,Employees.100to249,0,0,4911,491,49;491;4911,221122,221118,22;221;2211;22111;221118;22112;221122;221114,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,1363328,Private,B2B,Yes,6-Jul-23,2000,2000,Debt,8-Apr-20,PPP,PPP,Fayetteville,Arkansas,72704,United States,9,
Y,76301059,2000,9751,$5 mil. - $10 mil.,1277,97,331,78,34,Employees.20to49,3,3,8071,807,80;807;8071,621511,62151,62;621;6215;62151;621511,Business Services,,Business Services;Healthcare Services,Research & Development;Medical Laboratories & Imaging Centers,bizservice,,12680963,Private,B2B,Yes,16-Aug-23,1235,885,Debt,22-Jan-21,PPP,PPP;PPP,Houston,Texas,77056,United States,3,
Y,27164812,1996,23090,$10 mil. - $25 mil.,1870,346,854,212,94,Employees.50to99,1.1,6.8,7389,7379,48;481;4813;489;4899;73;737;7379;738;7389;7374,518210,517311,51;517;5178;51781;518;5182;51821;518210;5173;51731;517311,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,3151267,Private,B2B,Yes,20-Jun-22,350,350,Debt,27-Apr-20,PPP,PPP,Lansdale,Pennsylvania,19446,United States,3,
Y,14556261,1983,24956,$10 mil. - $25 mil.,2021,374,923,190,84,Employees.50to99,75,71.4,4813,481,48;481;4813,517311,517121,51;517;5171;51711;517111;51712;517121;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,9057375,Private,B2B,Yes,31-May-22,0,0,,,,,Cape Girardeau,Missouri,63702,United States,8,
Y,398171175,2005,15677,$10 mil. - $25 mil.,2053,156,580,137,60,Employees.50to99,3.4,0,7379,7374,73;737;7374;7379,541519,518210,54;541;5415;54151;541519;51;518;5182;51821;518210,Software,Networking Software,Software,Networking Software,software,software.network,13228168,Private,B2B,Yes,30-May-22,0,0,Unspecified,7-Jan-18,Claritas Capital,Claritas Capital,Reston,Virginia,20191,United States,5,
Y,371675169,1987,11575,$10 mil. - $25 mil.,1516,115,428,203,90,Employees.50to99,0,0,8741,7361,73;736;7361;87;874;8741;70;701;7011,721110,561110,54;541;5415;54151;541512;56;561;5611;56111;561110;5613;56131;72;721;7211;72111;721110,Software,,Software;Hospitality,Lodging & Resorts,software,,13784459,Private,B2B,Yes,25-May-23,21000,1000,Debt,27-Apr-20,PPP,PPP;Serent Capital,Houston,Texas,77027,United States,5,
Y,37146069,1993,4268,$1 mil. - $5 mil.,345,64,157,37,10,Employees.10to19,0,0,7379,4899,48;489;4899;73;737;7379,518210,517312,51;517;5178;51781;518;5182;51821;518210;5171;51711;517112;5173;51731;517312,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Cable & Satellite;Telephony & Wireless",telecom,telecom.internet,5178,Public,B2B,Yes,20-Sep-23,0,0,,,,,Stamford,Connecticut,6902,United States,37,
Y,19663501,1928,103466,$100 mil. - $250 mil.,2483,1034,2483,1224,733,Employees.500to999,0,0,9221,9111,92;922;9221;91;911;9111,922120,921110,92;922;9221;92212;922120;921;9211;92111;921110,Government,,Government,,government,,242102,Private,B2B,Yes,21-Apr-22,0,0,,,,,Camden,New Jersey,8102,United States,40,
Y,43008620,1994,16155,$10 mil. - $25 mil.,1308,242,597,80,35,Employees.20to49,0,6.1,4899,4813,48;481;4813;489;4899,517919,517810,51;517;5178;51781;517810;5171;51712;517121;5179;51791;517919,Telecommunications,Telephony & Wireless,Telecommunications,"Telephony & Wireless;Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.telephone,20002342,Private,B2B,Yes,22-Sep-23,350,350,Debt,9-Apr-20,PPP,PPP,Mount Laurel,New Jersey,8054,United States,8,
Y,56001074,2003,23945,$10 mil. - $25 mil.,1939,359,885,288,105,Employees.100to249,0,0,4899,489,48;489;4899,517919,517810,51;517;5178;51781;517810;5179;51791;517919,Telecommunications,,Telecommunications,"Telephony & Wireless;Internet Service Providers, Website Hosting & Internet-related Services",telecom,,603473,Private,B2B,Yes,16-Mar-23,0,0,,,,,Mascoutah,Illinois,62258,United States,8,
Y,112755124,1941,168790,$100 mil. - $250 mil.,12659,1687,3207,267,120,Employees.100to249,0,0,4911,491,49;491;4911,221121,221118,22;221;2211;22112;221121;22111;221118,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,18212637,Private,B2B,Yes,25-Jan-22,0,0,,,,,Marshfield,Missouri,65706,United States,16,
Y,358220337,2008,111390,$100 mil. - $250 mil.,5569,1113,3230,253,113,Employees.100to249,8.7,7.6,1382,1321,13;138;1382;49;132;1321,213112,211130,21;213;2131;21311;213112;22;221;211;2111;21113;211130,"Energy, Utilities & Waste",,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,energy,,13676731,Private,B2B,Yes,31-Jan-23,142904,118415,Private Equity,29-Dec-16,,,Houston,Texas,77002,United States,5,Yes
Y,358621663,2009,14943,$10 mil. - $25 mil.,1210,224,552,60,26,Employees.20to49,0,23.8,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,8189831,Private,B2B,Yes,7-Dec-22,350,350,Debt,8-Apr-20,PPP,PPP,Wichita,Kansas,67226,United States,6,
Y,371647623,2009,15754,$10 mil. - $25 mil.,2063,157,582,170,75,Employees.50to99,150,240.9,7374,7372,73;737;7371;7374;7372,541511,518210,54;541;5415;54151;541511;51;518;5182;51821;518210;513;5132;51321;513210,Software,Database & File Management Software,Software,Database & File Management Software,software,software.db,319360,Private,B2B,Yes,14-Jan-22,20850,18000,Private Equity,24-Jun-21,Piper Sandler Companies;Mercury Fund;Harbert Management,PPP;Draper Associates;Crosslink Capital;Mercury Fund;High-Tech Gru00fcnderfonds;Piper Sandler Companies;Mercury Fund;Harbert Management,Houston,Texas,77002,United States,5,
Y,355658402,2006,12561,$10 mil. - $25 mil.,967,125,590,84,30,Employees.20to49,0,-14.3,8748,8299,73;736;7361;87;874;8748;82;829;8299,611430,541690,54;541;5416;54169;541690;61;611;6114;61143;611430,Business Services,HR & Staffing,Business Services;Education,HR & Staffing;Management Consulting;Training,bizservice,bizservice.hr,12605096,Private,B2B,Yes,21-Jul-23,0,0,,,,,Houston,Texas,77034,United States,2,
Y,57820617,1999,16929,$10 mil. - $25 mil.,1371,253,626,96,42,Employees.20to49,0,13.5,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,784165,Private,B2B,Yes,10-Aug-23,1404,1054,Debt,24-Mar-21,PPP,PPP;PPP,Terre Haute,Indiana,47807,United States,6,
Y,352408768,1994,4153,$1 mil. - $5 mil.,535,41,116,32,14,Employees.10to19,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Telephony & Wireless",telecom,telecom.internet,14318160,Private,B2C,Yes,19-Oct-20,0,0,,,,,Dallas,Texas,75254,United States,2,
Y,24133826,1948,18661,$10 mil. - $25 mil.,1455,139,1007,527,200,Employees.100to249,24.2,22,6062,606,60;606;6062,522130,52213,52;522;5221;52213;522130,Finance,,Finance,Banking,finance,,430327,Private,B2B,Yes,19-Sep-23,0,0,,,,,Overland Park,Kansas,66223,United States,13,
Y,358003084,2012,8595,$5 mil. - $10 mil.,1125,85,292,78,34,Employees.20to49,0,0,8731,873,87;873;8731,541713,54171,54;541;5417;54171;541713,Business Services,,Business Services,Research & Development,bizservice,,8724910,Private,B2C,Yes,15-Jun-22,350,350,Debt,9-Apr-20,PPP,PPP,Philadelphia,Pennsylvania,19107,United States,5,
Y,350944369,2002,36955,$25 mil. - $50 mil.,2993,554,1367,225,100,Employees.100to249,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,21841578,Private,B2B,Yes,13-Jul-21,0,0,,,,,Houston,Texas,77073,United States,3,Yes
Y,58609337,2006,5774,$5 mil. - $10 mil.,756,57,196,443,206,Employees.100to249,6.7,6.7,8011,801,80;801;8011,621111,62111,62;621;6211;62111;621111,Hospitals & Physicians Clinics,,Hospitals & Physicians Clinics,Physicians Clinics,hospitals,,1426944,Private,B2C,Yes,25-Jul-23,2000,2000,Debt,10-Apr-20,PPP,PPP,Overland Park,Kansas,66211,United States,25,
Y,76942564,2002,4288,$1 mil. - $5 mil.,330,42,201,62,22,Employees.20to49,0,0,8742,874,87;874;8742,541611,54161,54;541;5416;54161;541611,Business Services,,Business Services,Management Consulting;HR & Staffing,bizservice,,19054954,Private,B2B,Yes,3-Apr-23,0,0,,,,,Rockville,Maryland,20855,United States,6,
Y,355039124,1999,22173,$10 mil. - $25 mil.,1796,332,820,137,60,Employees.50to99,15.4,15.4,7375,4899,48;489;4899;73;737;7375;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services;Telephony & Wireless",telecom,telecom.internet,7491832,Private,B2B,Yes,14-Apr-23,350,350,Debt,4-Apr-20,PPP,PPP,Peoria,Illinois,61616,United States,2,
Y,94489027,1996,5350,$5 mil. - $10 mil.,417,40,288,48,21,Employees.20to49,-12.5,-12.5,6153,615,61;615;6153,522320,52232,52;522;5223;52232;522320,Finance,,Finance,Credit Cards & Transaction Processing,finance,,305507,Private,B2B,Yes,18-Aug-23,0,0,,,,,Houston,Texas,77008,United States,3,
Y,25543595,1991,21817,$10 mil. - $25 mil.,1309,218,741,130,57,Employees.50to99,18.8,7.5,8221,7375,73;737;7375;82;822;8221;48;481,611310,61131,61;611;6113;61131;611310;51;517;5171;51711;518;5182,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,7877758,Private,B2B,Yes,9-May-22,0,0,,,,,Columbia,Missouri,65203,United States,2,
Y,3261240,1995,27016,$25 mil. - $50 mil.,2188,405,999,155,68,Employees.50to99,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,2165027,Private,B2B,Yes,7-Jun-22,350,350,Debt,10-Apr-20,PPP,PPP,Silver Spring,Maryland,20910,United States,28,
Y,347666212,1997,4966,$1 mil. - $5 mil.,650,49,173,39,17,Employees.10to19,0,0,7371,737,73;737;7371,541511,54151,51;518;5182;54;541;5415;54151;541511,Business Services,,Business Services,Custom Software & IT Services,bizservice,,10002553,Private,B2B,Yes,31-Aug-23,0,0,,,,,Sewell,New Jersey,8080,United States,3,
Y,353941062,2008,73655,$50 mil. - $100 mil.,5966,1104,2725,238,106,Employees.100to249,29.3,30.9,8748,874,87;874;8748;73,541690,516210,54;541;5416;54169;541690;51;516;5162;51621;516210;515;5152;51521;515210,Business Services,,Business Services,Management Consulting,bizservice,,201114,Private,B2B,Yes,26-Sep-23,0,0,,,,,Coudersport,Pennsylvania,16915,United States,13,
Y,1240158733,,16204,$10 mil. - $25 mil.,2122,162,550,518,245,Employees.100to249,0,0,8011,801,80;801;8011,621111,62111,62;621;6211;62111;621111,Hospitals & Physicians Clinics,Physicians Clinics,Hospitals & Physicians Clinics,Physicians Clinics,hospitals,hospitals.clinics,21270318,Private,B2C,No,,0,0,,,,,Camden,New Jersey,8103,United States,3,
Y,24134375,,11075,$10 mil. - $25 mil.,897,166,409,62,27,Employees.20to49,0,0,4899,4812,48;489;4899;481;4812,517919,517810,51;517;5178;51781;517810;5171;51711;517111;5179;51791;517919,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,16682988,Private,B2B,Yes,5-May-22,0,0,,,,,Mannford,Oklahoma,74044,United States,1,
Y,28282752,1939,31311,$25 mil. - $50 mil.,2348,313,594,248,111,Employees.100to249,0,30.6,4911,491,49;491;4911,221122,22112,22;221;2211;22112;221122,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,7444716,Private,B2B,Yes,16-Jun-22,2000,2000,Debt,4-Apr-20,PPP,PPP,Tipton,Missouri,65081,United States,3,
Y,36133055,1984,21367,$10 mil. - $25 mil.,2799,213,790,74,32,Employees.20to49,0,3.2,7371,737,73;737;7371,541511,54151,51;518;5182;54;541;5415;54151;541511,Software,,Software;Business Services,Custom Software & IT Services,software,,2859671,Private,B2B,No,,0,0,,,,,Weston,Florida,33326,United States,3,
Y,352395432,1994,10053,$10 mil. - $25 mil.,1316,100,351,53,23,Employees.20to49,-23.3,0,8748,874,87;874;8748,541618,54161,54;541;5416;54161;541618,Business Services,,Business Services,Custom Software & IT Services;Management Consulting,bizservice,,,Private,B2B,Yes,7-Aug-23,0,0,,,,,Jerseyville,Illinois,62052,United States,1,
Y,348300816,1905,5241,$5 mil. - $10 mil.,424,78,193,39,17,Employees.10to19,6.3,6.3,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,8109984,Private,B2B,Yes,11-Sep-20,150,150,Debt,7-Apr-20,PPP,PPP,Little River,Kansas,67457,United States,1,
Y,21135666,1992,4043,$1 mil. - $5 mil.,,,,32,14,Employees.10to19,0,0,8611,4813,48;481;4813;86;861;8611,813910,81391,81;813;8139;81391;813910;51;517,Organizations,Membership Organizations,Organizations,Membership Organizations,orgs,orgs.membership,8616825,Private,B2B,Yes,14-Dec-21,0,0,,,,,Lawrence,Kansas,66047,United States,5,
Y,401877622,2017,140486,$100 mil. - $250 mil.,10957,1053,7586,1147,498,Employees.250to499,44.8,44.3,7389,738,73;738;7389,561422,56142,56;561;5614;56142;561422,Business Services,Call Centers & Business Centers,Business Services,Call Centers & Business Centers;Accounting Services,bizservice,bizservice.callcenter,4969203,Private,B2B,Yes,9-Jun-23,0,0,,,,,Kansas City,Missouri,64116,United States,2,
Y,359349490,2010,5043,$5 mil. - $10 mil.,408,75,186,39,17,Employees.10to19,0,0,4813,481,48;481;4813,517311,517121,51;517;5171;51712;517121;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,15132217,Private,B2B,Yes,5-May-22,0,0,,,,,Overland Park,Kansas,66210,United States,3,
Y,76480699,1945,31812,$25 mil. - $50 mil.,2385,318,604,110,48,Employees.20to49,29.7,41.2,4911,491,49;491;4911,221122,22112,22;221;2211;22112;221122,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,7131776,Private,,Yes,11-Sep-23,0,0,,,,,Savannah,Missouri,64485,United States,1,
Y,36048851,1965,26163,$25 mil. - $50 mil.,1308,261,758,303,88,Employees.50to99,0,0,5084,508,50;508;5084,423830,42383,42;423;4238;42383;423830,Construction,Commercial & Residential Construction,Construction;Manufacturing,Commercial & Residential Construction;Industrial Machinery & Equipment,construction,construction.construction,14729328,Private,B2B,Yes,15-Aug-23,1000,1000,Debt,5-Apr-20,PPP,PPP,Kansas City,Missouri,64129,United States,8,
Y,343969235,1952,37725,$25 mil. - $50 mil.,3055,565,1395,280,126,Employees.100to249,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,565295,Private,B2B,Yes,17-Jun-22,0,0,,,,,Golden,Illinois,62339,United States,9,
Y,348419347,2004,18478,$10 mil. - $25 mil.,1496,277,683,114,50,Employees.50to99,42.9,61.3,4899,4813,48;481;4813;489;4899,517919,517810,51;517;5178;51781;517810;5171;51712;517121;5179;51791;517919,Telecommunications,Telephony & Wireless,Telecommunications,Telephony & Wireless,telecom,telecom.telephone,8034110,Private,B2B,Yes,26-Apr-23,350,350,Debt,8-Apr-20,PPP,PPP,Exton,Pennsylvania,19341,United States,5,
Y,354474492,,4975,$1 mil. - $5 mil.,248,49,94,39,17,Employees.10to19,0,0,1761,176,17;176;1761,238160,23816,23;238;2381;23816;238160,Construction,Commercial & Residential Construction,Construction,Commercial & Residential Construction,construction,construction.construction,11019684,Private,B2B,Yes,3-May-22,0,0,,,,,Cleveland,Queensland,4163,Australia,2,
Y,359514981,2014,41390,$25 mil. - $50 mil.,3352,620,1531,250,112,Employees.100to249,0,0,4899,489,48;489;4899,519290,517311,51;517;5171;51711;517111;519;5192;51929;519290;5173;51731;517311,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",telecom,telecom.internet,2663281,Private,B2B,Yes,21-Sep-23,18000,1000,Debt,8-Apr-20,PPP,Foundry Group;PPP,New York City,New York,10010,United States,4,
Y,30376081,1953,17527,$10 mil. - $25 mil.,1419,262,648,76,33,Employees.20to49,3.1,10,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,12146500,Private,B2C,Yes,26-Apr-22,1000,1000,Debt,30-Apr-20,PPP,PPP,Houston,Texas,77036,United States,1,
Y,58411156,1995,16798,$10 mil. - $25 mil.,1360,251,621,166,73,Employees.50to99,0,0,7375,737,73;737;7375,922190,517810,51;517;5171;51711;517111;92;922;9221;92219;922190;5178;51781;517810;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,9154815,Private,B2B,Yes,19-Apr-22,1000,1000,Debt,11-Apr-20,PPP,PPP,Fort Wayne,Indiana,46808,United States,9,
Y,75727810,2004,4998,$1 mil. - $5 mil.,644,49,139,39,17,Employees.10to19,0,21.4,7374,737,73;737;7374,518210,51821,51;518;5182;51821;518210,Media & Internet,Data Collection & Internet Portals,Media & Internet,Data Collection & Internet Portals,media,media.data,239385,Private,B2C,Yes,29-Jun-23,0,0,,,,,Houston,Texas,77098,United States,5,
Y,5606185,1970,26304,$25 mil. - $50 mil.,2051,197,1078,242,108,Employees.100to249,-6.9,-11.5,6411,641,64;641;6411,561110,524292,52;524;5242;52429;524292;56;561;5611;56111;561110,Business Services,,Business Services;Insurance,HR & Staffing,bizservice,,7133821,Private,B2B,Yes,15-Jun-22,1000,1000,Debt,10-Apr-20,PPP,PPP,Overland Park,Kansas,66207,United States,14,
Y,352189129,1991,10539,$10 mil. - $25 mil.,1380,105,368,94,41,Employees.20to49,0,0,7389,7379,73;738;7389;737;7379;7374,518210,51821,51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services;Real Estate,Custom Software & IT Services,bizservice,bizservice.techconsulting,11434854,Private,B2B,Yes,5-Jul-23,350,350,Debt,5-Apr-20,PPP,PPP,Cleveland,Ohio,44113,United States,4,
Y,194675030,2002,2724,$1 mil. - $5 mil.,356,27,95,53,23,Employees.20to49,0,0,7371,737,73;737;7371,541511,54151,51;518;5182;54;541;5415;54151;541511,Business Services,,Business Services,Custom Software & IT Services,bizservice,,8013943,Private,B2B,Yes,6-Jul-23,0,0,,,,,Lenexa,Kansas,66215,United States,7,Yes
Y,353351969,2005,12651,$10 mil. - $25 mil.,1024,189,468,44,19,Employees.10to19,0,0,4899,4813,48;489;4899;481;4813,517810,517311,51;517;5178;51781;517810;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,9218207,Private,B2B,Yes,16-Jun-21,350,350,Debt,11-Apr-20,PPP,PPP,Kansas City,Missouri,64108,United States,3,
Y,358583767,2011,6735,$5 mil. - $10 mil.,336,67,127,64,28,Employees.20to49,0,12,5039,503,50;503;5039,423390,42339,42;423;4233;42339;423390,Construction,Commercial & Residential Construction,Construction;Retail,Commercial & Residential Construction;Home Improvement & Hardware Retail,construction,construction.construction,5287151,Private,B2C,No,,0,0,,,,,Calverton,Nottinghamshire,NG14 6BP,United Kingdom,1,
Y,57033934,1999,21745,$10 mil. - $25 mil.,2848,217,804,74,32,Employees.20to49,0,0,7331,733,73;733;7331,541860,54186,54;541;5418;54186;541860,Software,,Software;Business Services,Advertising & Marketing,software,,17570054,Private,B2B,Yes,17-Jun-22,2350,350,Debt,16-Apr-20,PPP,PPP,Marlborough,Massachusetts,1752,United States,7,
Y,1936110,1992,3154,$1 mil. - $5 mil.,384,31,63,33,12,Employees.10to19,0,0,5044,504,50;504;5044,423420,42342,42;423;4234;42342;423420,Retail,Office Products Retail & Distribution,Retail,Office Products Retail & Distribution,retail,retail.office,4229183,Private,B2B,Yes,28-Jan-22,0,0,,,,,Lake Charles,Louisiana,70607,United States,3,
Y,454881960,1981,14453,$10 mil. - $25 mil.,1127,108,780,62,27,Employees.20to49,0,0,6211,621,62;621;6211,523160,522293,52;523;5231;52316;523160;522;5222;52229;522293,Finance,,Finance,Lending & Brokerage,finance,,14529641,Private,,Yes,26-Aug-19,0,0,,,,,Houston,Texas,77057,United States,6,
Y,9306384,2001,13685,$10 mil. - $25 mil.,821,136,465,327,121,Employees.100to249,-0.8,-0.8,8211,824,82;821;8211;824,611110,61111,61;611;6111;61111;611110,Education,,Education,K-12 Schools,education,,2283893,Private,,Yes,17-Jun-22,2000,2000,Debt,5-Apr-20,PPP,PPP,St. Louis,Missouri,63101,United States,8,
Y,343552498,2000,6959,$5 mil. - $10 mil.,417,69,236,46,20,Employees.20to49,0,5.3,8243,824,82;824;8243,611420,61142,61;611;6114;61142;611420,Education,,Education,Training,education,,7507613,Private,B2B,Yes,2-Jun-23,350,350,Debt,1-May-20,PPP,PPP,Newark,New Jersey,7102,United States,10,
