Current_Customer,CompanyID,Founded_Year,Company_HQ_Phone,Fax,Revenue_(in_000s_USD),Revenue_Range_(in_USD),Est_Marketing_Department_Budget_(in_000s_USD),Est_Finance_Department_Budget_(in_000s_USD),Est_IT_Department_Budget_(in_000s_USD),Est_HR_Department_Budget_(in_000s_USD),Employees,Employee_Range,Past_1_Year_Employee_Growth_Rate,Past_2_Year_Employee_Growth_Rate,SIC_Code_1,SIC_Code_2,SIC_Codes,NAICS_Code_1,NAICS_Code_2,NAICS_Codes,Primary_Industry,Primary_Sub-Industry,All_Industries,All_Sub-Industries,Industry_Hierarchical_Category,Secondary_Industry_Hierarchical_Category,Alexa_Rank,Ownership_Type,Business_Model,Certified_Active_Company,Certification_Date,Total_Funding_Amount_(in_000s_USD),Recent_Funding_Amount_(in_000s_USD),Recent_Funding_Round,Recent_Funding_Date,Recent_Investors,All_Investors,Company_City,Company_State,Company_Zip_Code,Company_Country,Number_of_Locations,Company_Is_Acquired
N,24385733,1965,(215) 751-8000,,35317,$25 mil. - $50 mil.,2119,353,1200,1528,760,Employees.500to999,1.1,1.1,8222,822,82;822;8222,611310,611210,61;611;6113;61131;611310;6112;61121;611210,Education,Colleges & Universities,Education,Colleges & Universities,education,education.university,133040,Private,B2B,Yes,15-Jun-22,0,0,,,,,Philadelphia,Pennsylvania,19130,United States,9,
N,49823830,1987,(630) 938-5300,,5495,$5 mil. - $10 mil.,719,54,203,46,20,Employees.20to49,0,0,7373,737,73;737;7373,541512,541330,54;541;5415;54151;541512;5413;54133;541330,Software,,Software;Business Services,Custom Software & IT Services,software,,8009482,Private,B2B,Yes,29-Aug-23,150,150,Debt,13-Apr-20,PPP,PPP,Geneva,Illinois,60134,United States,8,
N,3113770,1966,(301) 797-5000,,25122,$25 mil. - $50 mil.,2034,376,929,172,76,Employees.50to99,1.3,-8.4,4841,484,48;484;4841,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,756616,Private,B2B,Yes,6-Jun-22,0,0,,,,,Hagerstown,Maryland,21740,United States,1,
N,693283,1993,(312) 441-1000,+1 847 294 9603,38790,$25 mil. - $50 mil.,3141,581,1435,225,100,Employees.100to249,0,0,7379,7376,48;489;4899;73;737;7374;7376;7379,541519,541513,51;517;5171;51711;517112;518;5182;51821;518210;54;541;5415;54151;541513;541519;5173;51731;517312,Telecommunications,Telephony & Wireless,Telecommunications;Software,"Telephony & Wireless;Internet Service Providers, Website Hosting & Internet-related Services;Networking Software",telecom,telecom.telephone,4675258,Private,B2B,Yes,7-Feb-23,1000,1000,Debt,3-May-20,PPP,PPP,Chicago,Illinois,60607,United States,16,
N,347216595,2002,(888) 941-7770,,3856,$1 mil. - $5 mil.,505,38,134,44,19,Employees.10to19,0,0,7379,737,73;737;7379,541519,54151,54;541;5415;54151;541519,Business Services,,Business Services,Custom Software & IT Services,bizservice,,8515495,Private,B2B,Yes,23-Aug-23,0,0,,,,,Glen Rock,New Jersey,7452,United States,4,
N,79741640,1992,(281) 599-3400,(707) 760-4575,27293,$25 mil. - $50 mil.,3575,272,1009,322,146,Employees.100to249,-4.6,-3.9,7372,7371,73;737;7371;7372,541511,513210,51;513;5132;51321;513210;54;541;5415;54151;541511;511;5112;51121;511210,Business Services,,Business Services;Software,Custom Software & IT Services,bizservice,,4178668,Private,B2B,Yes,14-Aug-23,0,0,,,,,Houston,Texas,77094,United States,2,
N,345037191,2001,(210) 489-6600,,160113,$100 mil. - $250 mil.,20974,1601,5603,238,106,Employees.100to249,0,15.2,7379,7374,73;737;7374;7373;7379,811210,541519,54;541;5415;54151;541512;81;811;8112;81121;811210;51;518;5182;51821;518210;541519,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services,bizservice,bizservice.techconsulting,13709072,Private,B2B,Yes,10-Jul-23,2000,2000,Debt,10-Apr-20,PPP,PPP,San Antonio,Texas,78232,United States,20,
N,24022172,2001,(888) 804-1717,,18280,$10 mil. - $25 mil.,2394,182,639,170,75,Employees.50to99,0,0,8748,7389,73;737;7379;7376;7374;7372;738;7389;87;874;8748,541618,541519,54;541;5415;54151;541511;541519;51;518;5182;51821;518210;541513;513;5132;51321;513210;5416;54161;541618,Business Services,Custom Software & IT Services,Business Services,Custom Software & IT Services;Management Consulting,bizservice,bizservice.techconsulting,3100226,Private,B2B,Yes,10-Nov-22,1000,1000,Debt,28-Apr-20,PPP,PPP,Columbia,Maryland,21046,United States,3,
N,34293250,1995,(615) 238-3539,,8400,$5 mil. - $10 mil.,1100,84,294,83,36,Employees.20to49,33.3,56.5,7379,737,73;737;7379,541519,54151,54;541;5415;54151;541519,Business Services,,Business Services,Custom Software & IT Services,bizservice,,17398832,Private,B2B,Yes,26-Jul-21,350,350,Debt,27-Apr-20,PPP,PPP,Nashville,Tennessee,37203,United States,2,
N,25008372,1993,(516) 377-6585,(516) 470-9214,24870,$10 mil. - $25 mil.,3257,248,870,64,28,Employees.20to49,0,-3.4,7379,737,73;737;7379,541512,54151,54;541;5415;54151;541512,Business Services,,Business Services,Custom Software & IT Services,bizservice,,13426431,Private,B2B,Yes,18-Dec-19,350,350,Debt,13-Apr-20,PPP,PPP,Syosset,New York,11791,United States,3,Yes
N,11960997,,(270) 378-4141,(270) 343-6500,6912,$5 mil. - $10 mil.,559,103,255,69,30,Employees.20to49,0,0,4813,481,48;481;4813,517311,517121,51;517;5171;51712;517121;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,2779144,Private,B2B,Yes,13-Oct-22,150,150,Debt,4-Apr-20,PPP,PPP,Columbia,Kentucky,42728,United States,1,
N,372338553,2015,(317) 688-1068,,4202,$1 mil. - $5 mil.,550,42,155,46,20,Employees.20to49,0,66.7,7371,737,73;737;7371,541511,54151,54;541;5415;54151;541511,Software,Mobile App Development,Software,Mobile App Development,software,software.app,3595203,Private,B2B,Yes,28-Jul-23,18007,6000,Unspecified,31-Jan-22,PBJ Capital;BioCrossroads;4G Ventures;Allos Ventures;Gutbrain Ventures;Collina Ventures,Elevate Ventures;4G Ventures;Collina Ventures;Don Brown;Allos Ventures;PPP;PPP;Elevate Ventures;4G Ventures;Collina Ventures;BioCrossroads;PBJ Capital;BioCrossroads;4G Ventures;Allos Ventures;Gutbrain Ventures;Collina Ventures;Elevate Ventures;4G Ventures;Collina Ventures;Don Brown;Allos Ventures;Jupiter Peak Capital,Carmel,Indiana,46033,United States,3,
N,112164926,1994,(317) 923-8888,,83161,$50 mil. - $100 mil.,10810,831,4407,600,289,Employees.250to499,1,1,4833,483,48;483;4833,516120,515120,51;516;5161;51612;516120;515;5151;51512;515120,Media & Internet,Broadcasting,Media & Internet,Broadcasting,media,media.broadcasting,46867,Private,B2B,Yes,8-Jun-23,0,0,,,,,Indianapolis,Indiana,46202,United States,4,
N,114099928,1999,(678) 753-6185,,17375,$10 mil. - $25 mil.,2241,173,486,53,23,Employees.20to49,0,0,7375,7374,73;737;7375;48;7374,518210,51821,51;517;5171;51711;518;5182;51821;518210;5173;51731,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications;Media & Internet,"Internet Service Providers, Website Hosting & Internet-related Services;Data Collection & Internet Portals",telecom,telecom.internet,7017477,Private,B2B,Yes,20-Jun-22,0,0,,,,,Atlanta,Georgia,30310,United States,6,
N,75236575,1999,(904) 332-7000,(904) 332-0660,15899,$10 mil. - $25 mil.,1224,158,747,173,62,Employees.50to99,0,0,7361,737,73;737;736;7361,561311,56131,56;561;5613;56131;561311,Business Services,HR & Staffing,Business Services,HR & Staffing,bizservice,bizservice.hr,15425075,Private,B2B,Yes,20-Apr-23,0,0,,,,,Charlotte,North Carolina,28217,United States,25,
N,95257439,1995,(312) 432-4300,(312) 432-4320,8829,$5 mil. - $10 mil.,715,132,326,99,43,Employees.20to49,2.4,2.4,7371,737,73;737;7371,541511,54151,54;541;5415;54151;541511,Telecommunications,Cable & Satellite,Telecommunications;Business Services,Cable & Satellite;Custom Software & IT Services,telecom,telecom.cable,6424670,Private,B2B,Yes,26-Aug-23,350,350,Debt,13-Apr-20,PPP,PPP,Chicago,Illinois,60601,United States,4,
N,371961350,2015,(407) 412-7063,,70639,$50 mil. - $100 mil.,9183,706,3743,787,398,Employees.250to499,-3.6,-3.9,7822,7812,78;781;7812;782;7822;48;483;4833,512120,512110,51;512;5121;51212;512120;51211;512110;516;5161;51612,Media & Internet,Broadcasting,Media & Internet,Broadcasting,media,media.broadcasting,8410,Private,B2B,Yes,12-Sep-23,0,0,,,,,Vero Beach,Florida,32966,United States,2,
N,343499768,2001,(260) 487-4400,,23127,$10 mil. - $25 mil.,1873,346,855,265,119,Employees.100to249,357.7,13.3,7371,737,73;737;7371,811113,541511,54;541;5415;54151;541511;51;518;5182;81;811;8111;81111;811113,Software,,Software;Business Services,Custom Software & IT Services,software,,,Private,B2B,Yes,21-Aug-19,0,0,,,,,Fort Wayne,Indiana,46825,United States,7,
N,465430750,2018,,,4954,$1 mil. - $5 mil.,401,74,183,48,21,Employees.20to49,0,0,4813,481,48;481;4813,517911,517121,51;517;5171;51712;517121;5179;51791;517911,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,771688,Private,B2B,Yes,22-Sep-23,0,0,,,,,University City,Missouri,63130,United States,2,
N,352184012,2005,(337) 993-4237,,21847,$10 mil. - $25 mil.,1769,327,808,201,89,Employees.50to99,0,3.5,4841,4812,48;484;4841;481;4812,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,,Telecommunications,Telephony & Wireless,telecom,,1017541,Private,B2B,Yes,26-Apr-23,0,0,,,,,Lafayette,Louisiana,70596,United States,4,
N,398447688,2016,(615) 772-6196,,13174,$10 mil. - $25 mil.,1515,131,342,53,23,Employees.20to49,-11.5,-30.3,7999,7993,79;799;7999;7993;73;737;7374;7379,713290,541519,71;713;7132;71329;713290;54;541;5415;54151;541519;51;518;5182;51821;518210,Business Services,Custom Software & IT Services,Business Services;Hospitality,Custom Software & IT Services;Gambling & Gaming,bizservice,bizservice.techconsulting,7826274,Private,B2B,Yes,5-Aug-23,2700,2700,Series A,25-Aug-21,,,Nashville,Tennessee,37210,United States,3,
N,359408075,2013,(281) 443-2336,,15915,$10 mil. - $25 mil.,795,159,461,168,74,Employees.50to99,2.8,0,1389,138,13;138;1389,213112,21311,21;213;2131;21311;213112,"Energy, Utilities & Waste",,"Energy, Utilities & Waste",Oil & Gas Exploration & Services,energy,,14203650,Private,B2B,Yes,10-Jun-22,7000,2000,Debt,26-Feb-21,PPP,PPP;PPP,Houston,Texas,77016,United States,5,
N,348873061,2010,(615) 225-8136,,231753,$100 mil. - $250 mil.,17844,2317,10892,1742,1222,Employees.1000to4999,0,0,7389,738,73;738;7389;737,561499,56149,56;561;5614;56149;561499,Business Services,,Business Services,Information & Document Management,bizservice,,15456368,Private,,No,,0,0,,,,,Franklin,Tennessee,37064,United States,2,
N,73353510,1988,(561) 790-5100,(561) 790-5174,25000,$25 mil. - $50 mil.,2525,250,875,267,120,Employees.100to249,0,0,8661,7375,73;737;7375;92;86;866;8661,921110,813110,81;813;8131;81311;813110;51;517;5171;51711;92;922;9221;921;9211;92111;921110,Media & Internet,,Media & Internet;Government;Organizations,Local;Religious Organizations,media,,8051677,Private,B2B,Yes,6-Dec-22,0,0,,,,,West Palm Beach,Florida,33411,United States,10,
N,76205824,1994,(215) 886-7166,,6149,$5 mil. - $10 mil.,805,61,215,80,35,Employees.20to49,2.9,2.9,7379,7373,73;737;7373;7379,541519,541512,54;541;5415;54151;541512;541519;51;518;5182,Business Services,,Business Services,Custom Software & IT Services,bizservice,,4990188,Private,B2C,Yes,7-Sep-23,1000,0,Private Equity,11-May-22,Nautic Partners,PPP;Nautic Partners,Fort Washington,Pennsylvania,19034,United States,6,
N,365948926,2011,(800) 294-8732,,46354,$25 mil. - $50 mil.,3615,347,2503,69,30,Employees.20to49,30.4,30.4,5999,5094,59;599;5999;50;509;5094,455219,453998,45;455;4552;45521;455219;459;4599;45999;453;4539;45399;453998,Finance,,Finance;Retail,"Department Stores, Shopping Centers & Superstores",finance,,22721,Private,B2B,Yes,29-Aug-23,150,150,Debt,29-Apr-20,PPP,PPP,Ottawa Lake,Michigan,49267,United States,3,
N,95125692,1984,(317) 968-9965,,22045,$10 mil. - $25 mil.,1697,220,1036,340,125,Employees.100to249,0,-5.3,7371,737,73;737;7371,541511,54151,54;541;5415;54151;541511;51;518;5182,Software,,Software;Business Services,Custom Software & IT Services,software,,11242372,Private,B2B,Yes,21-Jan-22,0,0,,,,,Indianapolis,Indiana,46240,United States,11,
N,28724178,2017,(781) 229-9933,,17093,$10 mil. - $25 mil.,2239,170,632,68,24,Employees.20to49,0,0,7374,7371,73;737;7371;7374,541511,518210,54;541;5415;54151;541511;51;518;5182;51821;518210,Software,,Software;Media & Internet,Data Collection & Internet Portals,software,,,Private,B2B,Yes,2-Jun-22,388,238,Debt,13-Feb-21,PPP,PPP;PPP,Newburyport,Massachusetts,1950,United States,1,
N,25922952,1894,(814) 664-4641,,32658,$25 mil. - $50 mil.,4278,326,1110,216,96,Employees.50to99,2.1,1.1,8062,806,80;806;8062,622110,62211,62;622;6221;62211;622110,Hospitals & Physicians Clinics,,Hospitals & Physicians Clinics,Medical & Surgical Hospitals,hospitals,,14115094,Private,B2C,Yes,13-Jun-22,0,0,,,,,Corry,Pennsylvania,16407,United States,8,
N,453469988,2017,(617) 407-4837,,3934,$1 mil. - $5 mil.,515,39,145,44,19,Employees.10to19,18.8,11.8,7389,7379,73;737;7379;7374;738;7389,518210,51821,51;518;5182;51821;518210,Software,Database & File Management Software,Software,Database & File Management Software;Financial Software,software,software.db,591423,Private,B2B,Yes,5-May-22,57900,35000,Series C,6-Apr-22,Goldman Sachs;Acrew Capital;Fidelity Investments Canada;BNY Mellon;Highland Capital Partners,Fidelity;Goldman Sachs;Castle Island Ventures;Highland Capital Partners;Avon Ventures;Communitas Capital Partners;Highland Capital Partners Inc;Fidelity;Avon Ventures;Coinbase;Raptor Group;Collaborative Fund;Digital Currency Group;Communitas Capital Partners LLC;Castle Island Ventures;Goldman Sachs;Acrew Capital;Fidelity Investments Canada;BNY Mellon;Highland Capital Partners,Boston,Massachusetts,2110,United States,2,
N,298172578,2004,(888) 554-8838,,15000,$10 mil. - $25 mil.,1950,150,795,328,149,Employees.100to249,0,0,4841,484,48;484;4841,53228,5322,53;532;5322;53228,Media & Internet,Broadcasting,Media & Internet,Broadcasting,media,media.broadcasting,4172,Private,B2B,Yes,22-Sep-23,36000,0,Series C,25-Feb-08,Greylock Partners;Amidzad;Artis Ventures (AV);DAG Ventures;Benchmark,Greylock Partners;Benchmark;Greylock Partners;Amidzad;Artis Ventures (AV);DAG Ventures;Benchmark;Greylock Partners;Benchmark;Roger Evans,Beverly Hills,California,90210,United States,6,Yes
N,196526750,1951,(954) 538-4400,,19502,$10 mil. - $25 mil.,1521,146,1053,261,100,Employees.100to249,1,1,6061,606,60;606;6061,522130,52213,52;522;5221;52213;522130,Finance,Banking,Finance,Banking,finance,finance.banking,996976,Private,B2B,Yes,3-May-23,0,0,,,,,Pembroke Pines,Florida,33028,United States,13,
N,264290380,1979,(531) 200-4047,,69239,$50 mil. - $100 mil.,9070,692,2561,1572,514,Employees.500to999,2.8,8.4,7389,7379,73;737;7379;35;357;3579;738;7389,541519,518210,33;333;3333;33331;333310;54;541;5415;54151;541519;51;518;5182;51821;518210;333318,Manufacturing,Industrial Machinery & Equipment,Manufacturing;Business Services,Industrial Machinery & Equipment;Custom Software & IT Services,mfg,mfg.industrialmachinery,1281533,Private,B2B,Yes,21-Jun-23,0,0,,,,,Omaha,Nebraska,68137,United States,7,
N,398208811,2003,(855) 321-8500,,12881,$10 mil. - $25 mil.,991,128,605,152,67,Employees.50to99,24.1,-16.2,8742,874,87;874;8742;73,541613,54161,54;541;5416;54161;541613,Business Services,,Business Services,Advertising & Marketing;Management Consulting,bizservice,,11244140,Private,B2B,Yes,2-Aug-23,0,0,,,,,Addison,Texas,75001,United States,2,
N,85590595,1994,(219) 996-2981,,26633,$25 mil. - $50 mil.,2157,399,985,213,91,Employees.50to99,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,1612581,Private,B2B,Yes,23-Jul-20,1000,1000,Debt,28-Apr-20,PPP,PPP,Hebron,Indiana,46341,United States,7,
N,346194013,2006,(816) 891-9944,,4196,$1 mil. - $5 mil.,339,62,155,139,40,Employees.20to49,-16.7,-16.7,3674,367,36;367;3674,334413,33441,33;334;3344;33441;334413,Telecommunications,Cable & Satellite,Telecommunications;Manufacturing,Cable & Satellite;Electronics,telecom,telecom.cable,14197286,Private,B2B,Yes,8-Jun-22,402,252,Debt,27-Jan-21,PPP,PPP;PPP,Kansas City,Missouri,64153,United States,2,
N,368845580,2014,(732) 529-6989,(732) 529-6990,5333,$5 mil. - $10 mil.,650,53,106,58,15,Employees.10to19,-28.6,-11.8,2834,283,28;283;2834,325412,32541,32;325;3254;32541;325412,Manufacturing,,Manufacturing,Pharmaceuticals,mfg,,14488465,Private,B2B,Yes,21-Jun-22,0,0,,,,,Piscataway,New Jersey,8854,United States,2,
N,24133877,1961,(918) 663-8880,(918) 641-1236,262286,$250 mil. - $500 mil.,37900,3409,65571,2729,1915,Employees.1000to4999,7.8,7.8,5812,581,58;581;5812,722513,722511,72;722;7225;72251;722513;7223;72232;722320;722511,Hospitality,Restaurants,Hospitality;Business Services,Restaurants;Food Service,hospitality,hospitality.restaurant,150790,Private,B2C,Yes,15-Jun-23,5000,5000,Debt,7-Apr-20,PPP,PPP,Tulsa,Oklahoma,74145,United States,9,
N,12191352,1938,(757) 242-6181,(757) 242-3923,22992,$10 mil. - $25 mil.,1724,229,436,39,17,Employees.10to19,0,0,4911,491,49;491;4911,813219,221122,81;813;8132;81321;813219;22;221;2211;22112;221122,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,7733054,Private,B2B,Yes,19-Oct-22,350,350,Debt,21-May-20,PPP,PPP,Windsor,Virginia,23487,United States,2,
N,449714284,2017,(303) 544-2137,,6089,$5 mil. - $10 mil.,797,60,213,41,18,Employees.10to19,0,0,7376,737,73;737;7376,541513,54151,51;518;5182;54;541;5415;54151;541513,Business Services,,Business Services,Custom Software & IT Services,bizservice,,13871057,Private,B2B,Yes,19-Jan-22,146,146,Debt,17-Feb-21,PPP,PPP,Golden,Colorado,80401,United States,1,
N,31164540,2014,+44 1613045902,,6749,$5 mil. - $10 mil.,519,67,317,30,13,Employees.10to19,0,0,8711,871,87;871;8711,541618,541330,54;541;5413;54133;541330;5416;54161;541618,Construction,"Architecture, Engineering & Design",Construction,"Architecture, Engineering & Design",construction,construction.architecture,15611846,Private,B2B,Yes,25-Aug-20,0,0,,,,,Manchester,Lancashire,M34 3SU,United Kingdom,3,Yes
N,9422403,2005,(208) 368-9600,(208) 368-9602,16787,$10 mil. - $25 mil.,1309,125,906,161,71,Employees.50to99,0,0,6282,6211,62;621;6211;628;6282,523940,523930,52;523;5231;52315;523150;5239;52394;523940;52393;523930,Finance,Investment Banking,Finance,Investment Banking,finance,finance.investment,5482040,Private,B2B,Yes,6-Feb-23,0,0,Private Equity,28-Sep-21,TA Associates,TA Associates,Boise,Idaho,83702,United States,18,
N,73336269,2005,(205) 314-3444,,18156,$10 mil. - $25 mil.,2378,181,671,34,15,Employees.10to19,0,36.4,737,73,73;737,541715,519290,51;519;5192;51929;519290;518;5182;54;541;5417;54171;541715,Business Services,Information & Document Management,Business Services;Software,Information & Document Management;Custom Software & IT Services,bizservice,bizservice.datamgmt,13894557,Private,B2B,Yes,26-Aug-21,150,150,Debt,15-Apr-20,PPP,PPP,Birmingham,Alabama,35209,United States,6,Yes
N,155271199,2007,(864) 451-5500,(864) 451-5505,6373,$5 mil. - $10 mil.,516,95,235,41,18,Employees.10to19,0,0,4899,4812,48;481;4812;489;4899,517312,517112,51;517;5171;51711;517112;5173;51731;517312,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,988009,Private,B2B,Yes,5-Sep-23,150,150,Debt,14-Apr-20,PPP,PPP,Greenville,South Carolina,29601,United States,6,
N,82870547,1939,(765) 342-3344,,78893,$50 mil. - $100 mil.,5916,788,1498,242,108,Employees.100to249,0,0,4911,491,49;491;4911,221122,22112,22;221;2211;22112;221122,"Energy, Utilities & Waste","Electricity, Oil & Gas","Energy, Utilities & Waste","Electricity, Oil & Gas",energy,energy.energy,1048800,Private,B2B,Yes,24-Aug-23,0,0,,,,,Martinsville,Indiana,46151,United States,2,
N,552919500,2021,(713) 255-7500,,29934,$25 mil. - $50 mil.,3861,299,838,279,81,Employees.50to99,0,0,7389,7374,33;335;3357;48;489;4899;73;738;7389;737;7374,518210,517919,51;518;5182;51821;518210;517;5178;51781;517810;5179;51791;517919,Telecommunications,"Internet Service Providers, Website Hosting & Internet-related Services",Telecommunications;Manufacturing,"Internet Service Providers, Website Hosting & Internet-related Services;Telecommunication Equipment",telecom,telecom.internet,2487433,Private,B2B,Yes,26-Sep-23,0,0,,,,,Houston,Texas,77073,United States,1,
N,354806209,2011,(713) 590-1000,,8587,$5 mil. - $10 mil.,1124,85,291,112,32,Employees.20to49,10.3,6.7,8731,873,87;873;8731;73,541713,325412,54;541;5417;54171;541713;32;325;3254;32541;325412,Manufacturing,,Manufacturing;Business Services,Pharmaceuticals;Research & Development,mfg,,3262044,Private,B2B,Yes,16-Jun-22,35018,605,Debt,23-Jan-21,PPP,PPP;PPP,Houston,Texas,77057,United States,3,
N,359261451,2013,(888) 511-3369,,6063,$5 mil. - $10 mil.,697,60,284,48,21,Employees.20to49,31.3,40,7389,1799,73;734;17;179;1799;738;7389,562910,561790,56;561;5617;56179;561790;56171;561710;562;5629;56291;562910,Business Services,Facilities Management & Commercial Cleaning,Business Services,Facilities Management & Commercial Cleaning,bizservice,bizservice.janitor,1863871,Private,B2B,Yes,19-Jan-23,0,0,,,,,State College,Pennsylvania,16801,United States,39,
N,353840403,2004,(808) 237-5000,,5292,$5 mil. - $10 mil.,428,79,195,44,19,Employees.10to19,11.8,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,1958849,Private,B2B,Yes,25-Sep-23,150,150,Debt,6-Apr-20,PPP,PPP,Honolulu,Hawaii,96819,United States,4,
N,19597439,1925,(218) 692-2777,,16229,$10 mil. - $25 mil.,1314,243,600,201,89,Employees.50to99,0,0,4899,4812,48;481;4812;489;4899,517810,517312,51;517;5171;51712;517121;51711;517112;5178;51781;517810;5173;51731;517312,Telecommunications,,Telecommunications,,telecom,,15690470,Private,,Yes,11-Jul-23,373,23,Debt,21-Jan-21,PPP,PPP;PPP,Crosslake,Minnesota,56442,United States,7,
N,51594503,1989,(215) 247-8324,(215) 788-1766,3937,$1 mil. - $5 mil.,515,39,137,39,17,Employees.10to19,0,0,7379,737,73;737;7379,541519,54151,54;541;5415;54151;541519,Business Services,,Business Services,Custom Software & IT Services,bizservice,,19407869,Private,B2B,Yes,20-Jun-22,150,150,Debt,8-Apr-20,PPP,PPP,Bensalem,Pennsylvania,19020,United States,3,
N,344340053,1970,(610) 252-5550,(610) 252-5740,31356,$25 mil. - $50 mil.,1881,313,1066,383,142,Employees.100to249,-9,-12.3,8211,821,82;821;8211,611110,61111,61;611;6111;61111;611110,Education,,Education,K-12 Schools,education,,7880374,Private,,Yes,10-Nov-21,0,0,,,,,Easton,Pennsylvania,18045,United States,11,
N,50481425,1901,(402) 694-5101,(402) 694-2848,73540,$50 mil. - $100 mil.,5956,1103,2720,429,199,Employees.100to249,-1,9.3,7389,7379,48;481;4813;489;4899;73;737;7374;7379;738;7389;7378,518210,517919,51;517;5178;51781;518;5182;51821;518210;81;811;8112;81121;5179;51791;517919,Telecommunications,Telephony & Wireless,Telecommunications;Consumer Services,"Telephony & Wireless;Internet Service Providers, Website Hosting & Internet-related Services;Repair Services",telecom,telecom.telephone,400095,Private,B2B,Yes,19-Sep-23,150,150,Debt,3-Apr-20,PPP,PPP,Aurora,Nebraska,68818,United States,19,
N,367185312,2005,(855) 482-7225,,4202,$1 mil. - $5 mil.,340,63,155,41,18,Employees.10to19,0,0,4813,481,48;481;4813,517311,517111,51;517;5171;51711;517111;5173;51731;517311,Telecommunications,Cable & Satellite,Telecommunications,Cable & Satellite;Telephony & Wireless,telecom,telecom.cable,7720888,Private,B2B,Yes,8-Sep-23,0,0,,,,,Lenexa,Kansas,66219,United States,2,
N,541788120,2016,,,82761,$50 mil. - $100 mil.,10841,827,3062,780,394,Employees.250to499,0,0,7389,7374,73;737;7371;738;7389;7374,541511,518210,54;541;5415;54151;541511;51;518;5182;51821;518210,Software,Database & File Management Software,Software;Business Services,Database & File Management Software;Custom Software & IT Services,software,software.db,67054,Private,B2B,Yes,29-Mar-23,414400,222000,Series D,24-Feb-22,Altimeter Capital;Sequoia Capital;Tiger Global Management;Coatue;Andreessen Horowitz;Amplify Partners,Altimeter Capital;Sequoia Capital;Tiger Global Management;Coatue;Andreessen Horowitz;Amplify Partners;Altimeter;Andreessen Horowitz;Sequoia Capital;Sequoia Capital;Amplify Partners;Andreessen Horowitz,Philadelphia,Pennsylvania,19123 ·,United States,,
N,346400019,2009,(877) 336-3453,,4344,$1 mil. - $5 mil.,569,43,160,23,10,Employees.10to19,0,0,7379,7372,73;737;7379;7372;48;481;4813,541519,517311,51;517;5171;51711;517111;54;541;5415;54151;541519;513;5132;51321;513210;5173;51731;517311,Software,Database & File Management Software,Software,Database & File Management Software,software,software.db,744413,Private,B2B,Yes,19-Nov-19,1100,1100,Private Equity,16-Aug-16,Elevate Ventures;VisionTech Partners,Elevate Ventures;VisionTech Partners,Indianapolis,Indiana,46202,United States,6,
N,35046157,1987,(636) 946-4263,(314) 940-8722,16866,$10 mil. - $25 mil.,2209,168,624,57,25,Employees.20to49,4.2,-7.4,7371,3999,39;399;3999;73;737;7371,541511,339930,33;339;3399;33993;339930;54;541;5415;54151;541511,Software,"Multimedia, Games & Graphics Software",Software,"Multimedia, Games & Graphics Software",software,software.videogames,10502442,Private,B2B,Yes,13-Jun-22,0,0,,,,,Maryland Heights,Missouri,63043,United States,4,
N,480634587,2018,(650) 477-2812,,17973,$10 mil. - $25 mil.,2354,179,665,141,62,Employees.50to99,0,0,5091,509,50;509;5091,423910,42391,42;423;4239;42391;423910,Retail,,Retail,Sporting & Recreational Equipment Retail,retail,,4254869,Private,B2B,Yes,3-Mar-22,53500,31000,Series B,25-Oct-21,SapphireSports;Terraform Capital;Galaxy Interactive;SignalFire;ADvantage,Founders Fund;SignalFire;Sapphire Sport;SapphireSports;Terraform Capital;Galaxy Interactive;SignalFire;ADvantage;Galaxy Interactive;John Burbank;Steve Chen;Courtney Reum;SignalFire;ADvantage;Sinclair Broadcasting;Sapphire Sport,Burlingame,California,94010,United States,1,
N,468251433,2018,(206) 291-6751,,4102,$1 mil. - $5 mil.,533,41,217,37,16,Employees.10to19,0,0,7812,781,78;781;7812,512110,51211,51;512;5121;51211;512110,Media & Internet,,Media & Internet,Broadcasting,media,,4750536,Private,B2B,Yes,31-Jul-23,0,0,,,,,Bellevue,Washington,98004,United States,2,
